,LICENSE..,STATUS,APPLICANT,TRADE.NAME,ADDRESS,YearOpen,SMD,CLASS,DESCRIPTION,street
24,"ABRA‐
001273",Active,"Kittrell, Edith Mae & 
Jessie L",Vegas Lounge,"1415 P ST, NW, WASHINGTON, 
DC 20005",2006,"SMD 
2F02",C,Nightclub,1415 P ST NW
1017,"ABRA‐
072734",Active,"Red & Black, LLC",Vendetta,"1210‐1212 H ST, NE, 
WASHINGTON, DC 20002",2013,"SMD 
6A01",C,Tavern,1210‐1212 H ST NE
351,"ABRA‐
073443",Active,"Kovaler, LLC",Veranda,"1100 P ST, NW, WASHINGTON, 
DC 20005",c,"SMD 
2F04",C,Restaurant,1100 P ST NW
1006,"ABRA‐
071113",Active,"The Doghouse 
Companies, LLC",W Domku,"821 UPSHUR ST, NW, 
WASHINGTON, DC 20011",c,"SMD 
4C07",C,Tavern,821 UPSHUR ST NW
454,"ABRA‐
079306",Active,"WA‐ZO‐BIA 
Entertainments, Inc.",WA‐ZO‐BIA,"618 T ST, NW, WASHINGTON, DC 
20001",c,"SMD 
6E02",C,Restaurant,618 T ST NW
74,"ABRA‐
000514",Active,"KYW, Inc.",Wah Sing Restaurant,"2521 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20020",2006,"SMD 
7B03",C,Restaurant,2521 PENNSYLVANIA AVE SE
796,"ABRA‐
094602",Active,Lemo Group. LLC,Wapa Cafe,"6230 GEORGIA AVE, NW, 
WASHINGTON, DC 20011",2013,"SMD 
4A04",C,Restaurant,6230 GEORGIA AVE NW
641,"ABRA‐
089123",Active,Culinaire International Inc,Watershed,"1225 1ST ST, NE, WASHINGTON, 
DC 20002",2011,"SMD 
6C06",C,Restaurant,1225 1ST ST NE
1251,"ABRA‐
097412",Active,WW641 S ST LLC,We Work,"641 S ST, NW, WASHINGTON, DC 
20001",,"SMD 
1B01",C,Tavern,641 S ST NW
1255,"ABRA‐
097647",Active,"WW 1875 Connecticut 
Ave LLC",We Work,"1875 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009",,"SMD 
1C01",C,Tavern,1875 CONNECTICUT AVE NW
1256,"ABRA‐
097654",Active,WW 718 7th Street LLC,We Work,"718 7TH ST, NW, WASHINGTON, 
DC 20001",,"SMD 
2C01",C,Tavern,718 7TH ST NW
867,"ABRA‐
097022",Active,HYUN &  SANG INC.,WEST WING CAFE  7,"2400 M ST, NW C, 
WASHINGTON, DC 20037",,"SMD 
2A02",C,Restaurant,2400 M ST NW C
827,"ABRA‐
095631",Active,Davali LLC,Westchester Dining Room,"4000 CATHEDRAL AVE, NW, 
WASHINGTON, DC 20016",,"SMD 
3B04",C,Restaurant,4000 CATHEDRAL AVE NW
882,"ABRA‐
097559",Active,"LTO I, LLC","White Apron Specialty 
Sandwiches","445 11TH ST, NW, 
WASHINGTON, DC 20004",2013,"SMD 
2C01",C,Restaurant,445 11TH ST NW
1320,"ABRA‐
086069",Active,"Whole Foods Market 
Group, Inc.",Whole Foods Market,"2323 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007",,"SMD 
3B02",D,Restaurant,2323 WISCONSIN AVE NW
1323,"ABRA‐
086071",Active,"Whole Foods Market 
Group, Inc.",Whole Foods Market,"1440‐1446 P ST, NW, 
WASHINGTON, DC 20005",,"SMD 
2F02",D,Restaurant,1440‐1446 P ST NW
1324,"ABRA‐
086073",Active,"Whole Foods Market 
Group, Inc.",Whole Foods Market,"4530 40TH ST, NW, 
WASHINGTON, DC 20016",,"SMD 
3E01",D,Restaurant,4530 40TH ST NW
1331,"ABRA‐
086913",Active,"Whole Foods Market 
Group Inc",Whole Foods Market,"2201 I ST, NW, WASHINGTON, 
DC 20037",,"SMD 
2A07",D,Restaurant,2201 I ST NW
1143,"ABRA‐
089141",Active,Stadium Sports LLC,Willie's Sports Brew & Que,"300 TINGEY ST, SE 110, 
WASHINGTON, DC 20003",2014,"SMD 
6D07",C,Tavern,300 TINGEY ST SE 110
1045,"ABRA‐
077708",Active,L Wisdom Corporation,Wisdom,"1432 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003",2008,"SMD 
6B06",C,Tavern,1432 PENNSYLVANIA AVE SE
258,"ABRA‐
060447",Active,"Top Chef, Inc.",Wok and Roll,"604 H ST, NW, WASHINGTON, 
DC 20001",2006,"SMD 
2C01",C,Restaurant,604 H ST NW
549,"ABRA‐
085783",Active,"Wok and Roll Enterprises, 
Inc.",Wok and Roll Restaurant,"1801 BELMONT RD, NW, #101, 
WASHINGTON, DC 20009",2010,"SMD 
1C03",C,Restaurant,1801 BELMONT RD NW
1399,"ABRA‐
098173",Active,"PROUST PARTNERS 
LIMITED COMPANY",WUNDER GARTEN,"150 M ST, NE, WASHINGTON, DC",c,"SMD 
6C06",D,Tavern,150 M ST NE
89,"ABRA‐
001448",Active,Tamakin Inc.,Yosaku Restaurant,"4712 WISCONSIN AVE, NW, 
WASHINGTON, DC 20016",2006,"SMD 
3E03",C,Restaurant,4712 WISCONSIN AVE NW
627,"ABRA‐
088497",Active,Hong Fu Corporation,"Young Chow Asian 
Restaurant","312 PENNSYLVANIA AVE, SE, 
WASHINGTON, DC 20003",2007,"SMD 
6B01",C,Restaurant,312 PENNSYLVANIA AVE SE
846,"ABRA‐
096169",Active,"Yummi Crawfish & 
Seafood Restaurant, LLC",Yummi Crawfish,"1529 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007",c,"SMD 
2E03",C,Restaurant,1529 WISCONSIN AVE NW
554,"ABRA‐
085946",Active,Jema Corp,Zenebech Restaurant,"608 T ST, NW, WASHINGTON, DC 
20001",2007,"SMD 
6E02",C,Restaurant,608 T ST NW
355,"ABRA‐
073795",Active,"RS of Washington D.C., 
LLC",Zengo,"781 7TH ST, NW, WASHINGTON, 
DC 20001",2006,"SMD 
2C01",C,Restaurant,781 7TH ST NW
492,"ABRA‐
082432",Active,"Zest Bistro, Inc.",Zest Bistro,"735 8TH ST, SE, WASHINGTON, 
DC 20003",c,"SMD 
6B03",C,Restaurant,735 8TH ST SE
249,"ABRA‐
060391",Active,Pub Management Inc.,Zoo Bar Cafe,"3000 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008",c,"SMD 
3C03",C,Restaurant,3000 CONNECTICUT AVE NW
1299,"ABRA‐
007428",Active,Skenco Inc.,Zorba's Cafe,"1612 20TH ST, NW, 
WASHINGTON, DC 20009",2005,"SMD 
2B02",D,Restaurant,1612 20TH ST NW
