"","street","LICENSE..","STATUS","APPLICANT","TRADE.NAME","ADDRESS","SMD","CLASS","DESCRIPTION","Selection.DATE","Month.Sort","FY.Sort","Applicant","Owner.Name"
"609","1633 P ST NW","ABRA‐
100279","Active","NazcaMochica 
Restaurant, LLC","Nazca Restaurant/ Mochica 
Restaurant","1633 P ST, NW, WASHINGTON, 
DC 20036","SMD 
2B05","C","Restaurant","DEC 2007",200712,"FY2007","","RALA, LLC"
"610","1633 P ST NW","ABRA‐
100279","Active","NazcaMochica 
Restaurant, LLC","Nazca Restaurant/ Mochica 
Restaurant","1633 P ST, NW, WASHINGTON, 
DC 20036","SMD 
2B05","C","Restaurant","DEC 2007",200712,"FY2007","","RALA, LLC"
"612","1635 CONNECTICUT AVE NW","ABRA‐
095570","Active","CUSTOM 1635 CT, LLC","CUSTOM FUEL PIZZA AND 
SALADS","1635 CONNECTICUT AVE, NW, 
WASHINGTON, DC","SMD 
2B03","C","Restaurant","MAY 2014",201405,"FY2014","","DRAGONFLY REALTY LLC"
"613","1635 CONNECTICUT AVE NW","ABRA‐
095570","Active","CUSTOM 1635 CT, LLC","CUSTOM FUEL PIZZA AND 
SALADS","1635 CONNECTICUT AVE, NW, 
WASHINGTON, DC","SMD 
2B03","C","Restaurant","SEP 2004",200409,"FY2004","","1635 CONN. AVE. N.E. ASSOC"
"615","1637 R ST NW","ABRA‐
098935","Active","1637 R Street, LLC","Some Place Else Bar & Grill","1637 R ST, NW, WASHINGTON, 
DC 20009","SMD 
2B04","C","Restaurant","MAY 2015",201505,"FY2015","","MANUEL F PENA & ROBERT F CALLAHAN TRUSTEES"
"616","1637 R ST NW","ABRA‐
098935","Active","1637 R Street, LLC","Some Place Else Bar & Grill","1637 R ST, NW, WASHINGTON, 
DC 20009","SMD 
2B04","C","Restaurant","MAY 2015",201505,"FY2015","","MANUEL F PENA & ROBERT F CALLAHAN TRUSTEES"
"617","1639 WISCONSIN AVE NW","ABRA‐
092977","Active","Pho Viet & Grills, LLC","Pho Viet & Grille","1639 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E02","C","Restaurant","MAR 2011",201103,"FY2011","MIDTOWN,LLC","AP 1639 WISCONSIN AV LLC"
"618","1639 WISCONSIN AVE NW","ABRA‐
092977","Active","Pho Viet & Grills, LLC","Pho Viet & Grille","1639 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E02","C","Restaurant","AUG 2013",201308,"FY2013","","AP 1639 WISCONSIN AV LLC"
"619","1639 WISCONSIN AVE NW","ABRA‐
092977","Active","Pho Viet & Grills, LLC","Pho Viet & Grille","1639 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E02","C","Restaurant","MAY 2011",201105,"FY2011","MIDTOWN CAFE  LLC","1639 WISCONSIN LLC"
"621","1654 COLUMBIA RD NW","ABRA‐
089877","Active","DB Adams Morgan, LLC","Doner Bistro","1654 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C06","D","Restaurant","FEB 2010",201002,"FY2010","AB  QUMSEYA, LLC","JESSICA L RACINE-WHITE"
"622","1654 COLUMBIA RD NW","ABRA‐
089877","Active","DB Adams Morgan, LLC","Doner Bistro","1654 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C06","D","Restaurant","AUG 2008",200808,"FY2008","","AB QUMSEYA, LLC."
"623","1654 COLUMBIA RD NW","ABRA‐
089877","Active","DB Adams Morgan, LLC","Doner Bistro","1654 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C06","D","Restaurant","SEP 2012",201209,"FY2012","","JESSICA L RACINE-WHITE"
"625","1667 K ST NW","ABRA‐
091046","Active","The Noodles Shop, Co. ‐ 
Colorado Inc","Noodles & Company","1667 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B05","C","Restaurant","FEB 2013",201302,"FY2013","THE NOODLE SHOP, CO.","JAMNES CAMPBELL COMPANY LLC"
"626","1667 K ST NW","ABRA‐
091046","Active","The Noodles Shop, Co. ‐ 
Colorado Inc","Noodles & Company","1667 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B05","C","Restaurant","FEB 2013",201302,"FY2013","","JAMES CAMPBELL COMPANY LLC"
"627","1700 1ST ST NW","ABRA‐
084379","Active","Big Bear Cafe, LLC","Big Bear Cafe","1700 1ST ST, NW, 
WASHINGTON, DC 20001","SMD 
5E06","C","Restaurant","APR 2010",201004,"FY2010","BIG BEAR CAFE, LLC","STUART DAVENPORT"
"628","1700 1ST ST NW","ABRA‐
084379","Active","Big Bear Cafe, LLC","Big Bear Cafe","1700 1ST ST, NW, 
WASHINGTON, DC 20001","SMD 
5E06","C","Restaurant","OCT 2015",201510,"FY2015","","STUART DAVENPORT"
"629","1700 1ST ST NW","ABRA‐
084379","Active","Big Bear Cafe, LLC","Big Bear Cafe","1700 1ST ST, NW, 
WASHINGTON, DC 20001","SMD 
5E06","C","Restaurant","OCT 2015",201510,"FY2015","","STUART DAVENPORT"
"630","1700 K ST NW","ABRA‐
082360","Active","Kellari Washington, LLC","Kellari","1700 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","DEC 2008",200812,"FY2008","ORGANIC TO GO INC.","COMMERCE BUILDING ASSOC & 1730 K ST ASSOC LLC"
"631","1700 K ST NW","ABRA‐
082360","Active","Kellari Washington, LLC","Kellari","1700 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","APR 2011",201104,"FY2011","KELLARI WASHINGTON LLC","COMMERCE BUILDING ASSOC & 1730 K ST ASSOC LLC"
"632","1700 K ST NW","ABRA‐
082360","Active","Kellari Washington, LLC","Kellari","1700 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","SEP 2007",200709,"FY2007","","QUEBEC HOUSE & ASSOC"
"633","1700 K ST NW","ABRA‐
082360","Active","Kellari Washington, LLC","Kellari","1700 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","JUL 2009",200907,"FY2009","KELLARI WASHINGTON , LLC.","KELLARI"
"634","1700 K ST NW","ABRA‐
082360","Active","Kellari Washington, LLC","Kellari","1700 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","JUL 2005",200507,"FY2005","","QUEBEC HOUSE & ASSOC"
"635","1700 K ST NW","ABRA‐
082360","Active","Kellari Washington, LLC","Kellari","1700 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","MAR 2010",201003,"FY2010","","COMMERCE BUILDING ASSOC & 1730 K ST ASSOC LLC"
"636","1700 K ST NW","ABRA‐
082360","Active","Kellari Washington, LLC","Kellari","1700 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","JUN 2006",200606,"FY2006","","QUEBEC HOUSE & ASSOC"
"637","1700 NEW JERSEY AVE NW","ABRA‐
086393","Active","Beau Thai LLC","BKK Cookshop","1700 NEW JERSEY AVE, NW, 
WASHINGTON, DC 20001","SMD 
6E02","C","Restaurant","JUL 2011",201107,"FY2011","","JAHAN FARD AMINI"
"638","1700 NEW JERSEY AVE NW","ABRA‐
086393","Active","Beau Thai LLC","BKK Cookshop","1700 NEW JERSEY AVE, NW, 
WASHINGTON, DC 20001","SMD 
6E02","C","Restaurant","OCT 2010",201010,"FY2010","BEAU THAI, LLC.","JAHAN FARD AMINI"
"641","1716 I ST NW","ABRA‐
083133","Active","1716 I, LLC","Eye Bar/Garden of Eden","1716 I ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","NOV 2011",201111,"FY2011","1716 I LLC","LOUIS C HAIRDRESSOR"
"642","1716 I ST NW","ABRA‐
083133","Active","1716 I, LLC","Eye Bar/Garden of Eden","1716 I ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","SEP 2009",200909,"FY2009","1716 I LLC","LOUIS C HAIRDRESSOR"
"643","1716 I ST NW","ABRA‐
083133","Active","1716 I, LLC","Eye Bar/Garden of Eden","1716 I ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","JUL 2009",200907,"FY2009","1716 I, LLC","LOUIS C HAIRDRESSOR"
"644","1716 I ST NW","ABRA‐
083133","Active","1716 I, LLC","Eye Bar/Garden of Eden","1716 I ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","MAR 2004",200403,"FY2004","","RATNER COMPANY"
"645","1716 I ST NW","ABRA‐
000755","Active","CRV Corporation","The Bottom Line","1716 I ST, NW, UNIT A, 
WASHINGTON, DC 20006","SMD 
2B06","C","Tavern","NOV 2011",201111,"FY2011","1716 I LLC","LOUIS C HAIRDRESSOR"
"646","1716 I ST NW","ABRA‐
000755","Active","CRV Corporation","The Bottom Line","1716 I ST, NW, UNIT A, 
WASHINGTON, DC 20006","SMD 
2B06","C","Tavern","SEP 2009",200909,"FY2009","1716 I LLC","LOUIS C HAIRDRESSOR"
"647","1716 I ST NW","ABRA‐
000755","Active","CRV Corporation","The Bottom Line","1716 I ST, NW, UNIT A, 
WASHINGTON, DC 20006","SMD 
2B06","C","Tavern","JUL 2009",200907,"FY2009","1716 I, LLC","LOUIS C HAIRDRESSOR"
"648","1716 I ST NW","ABRA‐
000755","Active","CRV Corporation","The Bottom Line","1716 I ST, NW, UNIT A, 
WASHINGTON, DC 20006","SMD 
2B06","C","Tavern","MAR 2004",200403,"FY2004","","RATNER COMPANY"
"650","1720 I ST NW","ABRA‐
086035","Active","1720 I LLC","Asia DC","1720 I ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","JUL 2003",200307,"FY2003","","INTREPID EYE ST. LLC."
"651","1720 I ST NW","ABRA‐
086035","Active","1720 I LLC","Asia DC","1720 I ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","NOV 2010",201011,"FY2010","1720 I LLC","ROBERT ARTHUR"
"652","1720 I ST NW","ABRA‐
086035","Active","1720 I LLC","Asia DC","1720 I ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","SEP 2011",201109,"FY2011","1702 I ST NW,  LLC","ROBERT ARTHUR"
"654","1721 WISCONSIN AVE NW","ABRA‐
074333","Active","SKA Luna Corporation","Casbah Cafe/Ledo Pizza 
Restaurant","1721 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E02","C","Restaurant","MAR 2002",200203,"FY2002","","ALAN COOPER"
"655","1721 WISCONSIN AVE NW","ABRA‐
074333","Active","SKA Luna Corporation","Casbah Cafe/Ledo Pizza 
Restaurant","1721 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E02","C","Restaurant","OCT 2005",200510,"FY2005","","ALAN COOPER"
"656","1721 WISCONSIN AVE NW","ABRA‐
074333","Active","SKA Luna Corporation","Casbah Cafe/Ledo Pizza 
Restaurant","1721 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E02","C","Restaurant","NOV 2005",200511,"FY2005","","ALAN COOPER"
"657","1723 CONNECTICUT AVE NW","ABRA‐
098331","Active","1723 Dupont, LLC","Salty Dog Tavern","1723 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009","SMD 
2B01","C","Tavern","FEB 2015",201502,"FY2015","","1723 CONNECTICUT AVENUE INVESTOR LLC"
"658","1723 CONNECTICUT AVE NW","ABRA‐
098331","Active","1723 Dupont, LLC","Salty Dog Tavern","1723 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009","SMD 
2B01","C","Tavern","DEC 2009",200912,"FY2009","TJP,  INC.","GYM LLC"
"661","1726 CONNECTICUT AVE NW","ABRA‐
082036","Active","Maddy's, LLC","Maddy's Bar and Grille","1726 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009","SMD 
2B01","C","Restaurant","MAY 2013",201305,"FY2013","","T CORPORATION"
"662","1726 CONNECTICUT AVE NW","ABRA‐
082036","Active","Maddy's, LLC","Maddy's Bar and Grille","1726 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009","SMD 
2B01","C","Restaurant","SEP 2009",200909,"FY2009","","T CORPORATION"
"663","1727 CONNECTICUT AVE NW","ABRA‐
081479","Active","Bistro Inc.","French Bistro Bistro B 
Lounge","1727 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009","SMD 
2B01","C","Tavern","APR 2004",200404,"FY2004","","CITY LIGHTS OF CHINA"
"664","1727 CONNECTICUT AVE NW","ABRA‐
081479","Active","Bistro Inc.","French Bistro Bistro B 
Lounge","1727 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20009","SMD 
2B01","C","Tavern","FEB 2009",200902,"FY2009","BISTRO  INC.","Bistro Bistro"
"666","1730 PENNSYLVANIA AVE NW","ABRA‐
001269","Active","Exchange Industries, 
Incorporated","Exchange, LTD.","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","APR 2011",201104,"FY2011","","1730 PENN. AVE,. L.P. A DELWARE LIMITED PARTNERSHIP"
"667","1730 PENNSYLVANIA AVE NW","ABRA‐
001269","Active","Exchange Industries, 
Incorporated","Exchange, LTD.","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","SEP 2011",201109,"FY2011","CHOPT CREATIVE SALAD CO, LLC","1730 PENN. AVE,. L.P. A DELWARE LIMITED PARTNERSHIP"
"668","1730 PENNSYLVANIA AVE NW","ABRA‐
001269","Active","Exchange Industries, 
Incorporated","Exchange, LTD.","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","MAR 2014",201403,"FY2014","","1730 PENN AVE LP"
"669","1730 PENNSYLVANIA AVE NW","ABRA‐
001269","Active","Exchange Industries, 
Incorporated","Exchange, LTD.","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","MAR 2002",200203,"FY2002","","EXCHANGE IND."
"670","1730 PENNSYLVANIA AVE NW","ABRA‐
001269","Active","Exchange Industries, 
Incorporated","Exchange, LTD.","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","FEB 2015",201502,"FY2015","","1730 PENN AVE LP"
"671","1730 PENNSYLVANIA AVE NW","ABRA‐
001269","Active","Exchange Industries, 
Incorporated","Exchange, LTD.","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","MAR 2014",201403,"FY2014","","1730 PENN AVE LP"
"672","1730 PENNSYLVANIA AVE NW","ABRA‐
092808","Active","gcdc, LLC","gcdc","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","APR 2011",201104,"FY2011","","1730 PENN. AVE,. L.P. A DELWARE LIMITED PARTNERSHIP"
"673","1730 PENNSYLVANIA AVE NW","ABRA‐
092808","Active","gcdc, LLC","gcdc","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","SEP 2011",201109,"FY2011","CHOPT CREATIVE SALAD CO, LLC","1730 PENN. AVE,. L.P. A DELWARE LIMITED PARTNERSHIP"
"674","1730 PENNSYLVANIA AVE NW","ABRA‐
092808","Active","gcdc, LLC","gcdc","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","MAR 2014",201403,"FY2014","","1730 PENN AVE LP"
"675","1730 PENNSYLVANIA AVE NW","ABRA‐
092808","Active","gcdc, LLC","gcdc","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","MAR 2002",200203,"FY2002","","EXCHANGE IND."
"676","1730 PENNSYLVANIA AVE NW","ABRA‐
092808","Active","gcdc, LLC","gcdc","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","FEB 2015",201502,"FY2015","","1730 PENN AVE LP"
"677","1730 PENNSYLVANIA AVE NW","ABRA‐
092808","Active","gcdc, LLC","gcdc","1730 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2A08","C","Restaurant","MAR 2014",201403,"FY2014","","1730 PENN AVE LP"
"679","1734 WISCONSIN AVE NW","ABRA‐
087348","Active","Washington Wanbao, Inc","Shanghai Lounge","1734 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E02","C","Restaurant","JUN 2008",200806,"FY2008","","DANIEL ANTONOPLOS THE"
"680","1734 WISCONSIN AVE NW","ABRA‐
087348","Active","Washington Wanbao, Inc","Shanghai Lounge","1734 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E02","C","Restaurant","MAR 2004",200403,"FY2004","","DANIEL ANTONOPLOS THE"
"681","1734 WISCONSIN AVE NW","ABRA‐
087348","Active","Washington Wanbao, Inc","Shanghai Lounge","1734 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E02","C","Restaurant","APR 2011",201104,"FY2011","WASHINGTON WANBAO, INC.","WASHINGTON WANBAO, INC"
"686","1747 PENNSYLVANIA AVE NW","ABRA‐
092719","Active","Fuel 1747 Penn LLC","Custom Fuel/Fuel Pizza","1747 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2B06","C","Restaurant","APR 2010",201004,"FY2010","ROTI 1747 PENNSYLVANIA AVE, LLC","1747 PENNSYLVANIA AVENUE ASSOC LP"
"687","1747 PENNSYLVANIA AVE NW","ABRA‐
092719","Active","Fuel 1747 Penn LLC","Custom Fuel/Fuel Pizza","1747 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2B06","C","Restaurant","APR 2011",201104,"FY2011","THE UPPER CRUST PENNSYLVANIA AVENUE, LLC","1747 PENNSYLVANIA AVENUE ASSOC LP"
"688","1747 PENNSYLVANIA AVE NW","ABRA‐
092719","Active","Fuel 1747 Penn LLC","Custom Fuel/Fuel Pizza","1747 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20006","SMD 
2B06","C","Restaurant","JUL 2013",201307,"FY2013","","1747 PENNSYLVANIA AVENUE ASSOC LP"
"689","1771 U ST NW","ABRA‐
074433","Active","Dahlak Restaurant, Inc.","Dahlak Restaurant","1771 U ST, NW, WASHINGTON, 
DC 20009","SMD 
1C07","C","Restaurant","OCT 2004",200410,"FY2004","","HARAMBE CAFE, INC"
"690","1771 U ST NW","ABRA‐
074433","Active","Dahlak Restaurant, Inc.","Dahlak Restaurant","1771 U ST, NW, WASHINGTON, 
DC 20009","SMD 
1C07","C","Restaurant","MAR 2004",200403,"FY2004","","D.MESIFENI,LLC"
"692","1776 I ST NW","ABRA‐
013218","Active","La Taberna Del 
Alabardero Inc","Taberna Del Alabardero","1776 I ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","JAN 2013",201301,"FY2013","","1776 EYE SPE LLC"
"693","1776 I ST NW","ABRA‐
013218","Active","La Taberna Del 
Alabardero Inc","Taberna Del Alabardero","1776 I ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","JAN 2005",200501,"FY2005","","THE GREYSTONE SQUARE 127 ASSOCIATES"
"696","1800 M ST NW","ABRA‐
076388","Active","VAP 1800 M Street, LLC","Vapiano","1800 M ST, NW, WASHINGTON, 
DC 20036","SMD 
2B06","C","Restaurant","MAY 2007",200705,"FY2007","","VAP 1800 M STREET, LLC"
"697","1800 M ST NW","ABRA‐
076388","Active","VAP 1800 M Street, LLC","Vapiano","1800 M ST, NW, WASHINGTON, 
DC 20036","SMD 
2B06","C","Restaurant","FEB 2006",200602,"FY2006","","PRISA AQUISITIONS, LLC."
"698","1800 M ST NW","ABRA‐
076388","Active","VAP 1800 M Street, LLC","Vapiano","1800 M ST, NW, WASHINGTON, 
DC 20036","SMD 
2B06","C","Restaurant","MAY 2007",200705,"FY2007","","VAP 1800 M STREET, LLC"
"703","1810 K ST NW","ABRA‐
084365","Active","B. BALI CORP.","Rasoi","1810 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","OCT 2003",200310,"FY2003","","JONES LANG LA SALLE"
"704","1810 K ST NW","ABRA‐
084365","Active","B. BALI CORP.","Rasoi","1810 K ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Restaurant","JUN 2010",201006,"FY2010","B BALI  CORP.","CARR CRHP PROPERTIES LLC"
"706","1812 HAMLIN ST NE","ABRA‐
095164","Active","TMI International Inc","Sip","1812 HAMLIN ST, NE, 
WASHINGTON, DC 20018","SMD 
5C07","C","Tavern","OCT 2010",201010,"FY2010","TASTE INTERNATIONAL INC.","DEREK TAYLOR"
"707","1812 HAMLIN ST NE","ABRA‐
095164","Active","TMI International Inc","Sip","1812 HAMLIN ST, NE, 
WASHINGTON, DC 20018","SMD 
5C07","C","Tavern","AUG 2014",201408,"FY2014","","DEREK TAYLOR"
"708","1812 HAMLIN ST NE","ABRA‐
095164","Active","TMI International Inc","Sip","1812 HAMLIN ST, NE, 
WASHINGTON, DC 20018","SMD 
5C07","C","Tavern","AUG 2014",201408,"FY2014","","DEREK TAYLOR"
"709","1812 HAMLIN ST NE","ABRA‐
095164","Active","TMI International Inc","Sip","1812 HAMLIN ST, NE, 
WASHINGTON, DC 20018","SMD 
5C07","C","Tavern","NOV 2005",200511,"FY2005","","J L CORPORATION"
"710","1812 HAMLIN ST NE","ABRA‐
095164","Active","TMI International Inc","Sip","1812 HAMLIN ST, NE, 
WASHINGTON, DC 20018","SMD 
5C07","C","Tavern","MAY 2006",200605,"FY2006","","PERSONS"
"711","1813 M ST NW","ABRA‐
023167","Active","19th & K, Inc.","Ozio Martini & Cigar 
Lounge","1813 M ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","OCT 2011",201110,"FY2011","19TH & K, INC","1813-1815 M STREET LLC"
"712","1813 M ST NW","ABRA‐
023167","Active","19th & K, Inc.","Ozio Martini & Cigar 
Lounge","1813 M ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","MAR 2012",201203,"FY2012","19TH & K, INC.","1813-1815 M STREET LLC"
"713","1813 M ST NW","ABRA‐
023167","Active","19th & K, Inc.","Ozio Martini & Cigar 
Lounge","1813 M ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","APR 2011",201104,"FY2011","19TH & K  LLC","1813-1815 M STREET LLC"
"714","1813 M ST NW","ABRA‐
023167","Active","19th & K, Inc.","Ozio Martini & Cigar 
Lounge","1813 M ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","JUN 2012",201206,"FY2012","19TH K  INC.","1813-1815 M STREET LLC"
"715","1813 M ST NW","ABRA‐
023167","Active","19th & K, Inc.","Ozio Martini & Cigar 
Lounge","1813 M ST, NW, WASHINGTON, 
DC 20006","SMD 
2B06","C","Nightclub","AUG 2012",201208,"FY2012","19TH & K, INC","1813-1815 M STREET LLC"
"717","1815 WISCONSIN AVE NW","ABRA‐
091044","Active","The Noodle Shop Co ‐ 
Colorado Inc","Noodles & Company","1815 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E07","C","Restaurant","JUN 2013",201306,"FY2013","","SAFEWAY INC"
"718","1815 WISCONSIN AVE NW","ABRA‐
091044","Active","The Noodle Shop Co ‐ 
Colorado Inc","Noodles & Company","1815 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
2E07","C","Restaurant","JUN 2002",200206,"FY2002","","HAGNER MANAGEMENT"
"719","1817 COLUMBIA RD NW","ABRA‐
096627","Active","Ahmed Ouihman 
Enterprises LLC","Pop's Seabar 1","1817 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Restaurant","AUG 2007",200708,"FY2007","","KAIN"
"720","1817 COLUMBIA RD NW","ABRA‐
096627","Active","Ahmed Ouihman 
Enterprises LLC","Pop's Seabar 1","1817 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Restaurant","SEP 2014",201409,"FY2014","AHMED  OUIHMAN","ANTONIO PUGLISI"
"721","1817 COLUMBIA RD NW","ABRA‐
096627","Active","Ahmed Ouihman 
Enterprises LLC","Pop's Seabar 1","1817 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Restaurant","SEP 2014",201409,"FY2014","AHMED  OUIHMAN","ANTONIO PUGLISI"
"722","1817 COLUMBIA RD NW","ABRA‐
096627","Active","Ahmed Ouihman 
Enterprises LLC","Pop's Seabar 1","1817 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Restaurant","OCT 2012",201210,"FY2012","AHMED  OUIHMAN","ANTONIO PUGLISI"
"723","1817 COLUMBIA RD NW","ABRA‐
096627","Active","Ahmed Ouihman 
Enterprises LLC","Pop's Seabar 1","1817 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Restaurant","JUL 2011",201107,"FY2011","AHMED  OUIHMAN ENTERPRISES, LLC.","ANTONIO PUGLISI"
"724","1817 COLUMBIA RD NW","ABRA‐
096627","Active","Ahmed Ouihman 
Enterprises LLC","Pop's Seabar 1","1817 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Restaurant","OCT 2011",201110,"FY2011","AHMED  OUIHMAN ENTERPRISES, LLC.","ANTONIO PUGLISI"
"725","1817 COLUMBIA RD NW","ABRA‐
096627","Active","Ahmed Ouihman 
Enterprises LLC","Pop's Seabar 1","1817 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Restaurant","SEP 2003",200309,"FY2003","","CENTER FIR ECON POL. RESEARCH"
"726","1817 COLUMBIA RD NW","ABRA‐
096627","Active","Ahmed Ouihman 
Enterprises LLC","Pop's Seabar 1","1817 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Restaurant","NOV 2004",200411,"FY2004","","CENTER FIR ECON POL. RESEARCH"
"727","1817 COLUMBIA RD NW","ABRA‐
096627","Active","Ahmed Ouihman 
Enterprises LLC","Pop's Seabar 1","1817 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Restaurant","JUN 2003",200306,"FY2003","","KAIN"
"728","1817 COLUMBIA RD NW","ABRA‐
096627","Active","Ahmed Ouihman 
Enterprises LLC","Pop's Seabar 1","1817 COLUMBIA RD, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Restaurant","JUN 2015",201506,"FY2015","","ANTONIO PUGLISI AND VIRGINIA PUGLISI"
"729","1818 14TH ST NW","ABRA‐
089801","Active","Ted's Bulletin 14th Street, 
LLC","Ted's Bulletin","1818 14TH ST, NW, 
WASHINGTON, DC 20009","SMD 
2B09","C","Restaurant","AUG 2013",201308,"FY2013","","JBG/ 14th & S, LLC"
"730","1818 14TH ST NW","ABRA‐
089801","Active","Ted's Bulletin 14th Street, 
LLC","Ted's Bulletin","1818 14TH ST, NW, 
WASHINGTON, DC 20009","SMD 
2B09","C","Restaurant","JUL 2013",201307,"FY2013","","JBG/ 14th & S, LLC"
