,Names,Streets,Towns,TownsPlanning,Type,Type2
1874,Broadway Brewery,816 E Broadway ,"Columbia, MO 65201-4898 | Map",816 E Broadway ,Phone: (573) 443-5054,Type: Brewpub
1875,Broken Age , ,"Sherman Oaks, CA ", ,Type: Planning,Broken Arrow Cellars
1876,Broken Arrow Cellars,73892 332 Ave ,"Imperial, NE 69033-3034 | Map",73892 332 Ave ,Phone: (308) 882-7772,Type: Brewpub
1877,Broken Bottle Brewery,9421 Coors Blvd NW Ste K ,"Albuquerque, NM 87114-5025 | Map",9421 Coors Blvd NW Ste K ,Type: Micro,Broken Bow Brewery
1878,Broken Bow Brewery,173 Marbledale Rd ,"Tuckahoe, NY 10707-3117 | Map",173 Marbledale Rd ,Type: Micro,www.brokenbowbrewery.com
1879,Broken Compass Brewing,68 Continental Ct # B12 ,"Breckenridge, CO 80424-9100 | Map",68 Continental Ct # B12 ,Phone: (970) 368-2772,Type: Micro
1880,Broken Drum Brewery and Wood Grill,1132 4th St ,"San Rafael, CA 94901-3007 | Map",1132 4th St ,Phone: (415) 456-4677,Type: Brewpub
1881,Broken Goblet Brewing,1500 Grundy Ln Bldg 1 ,"Bristol, PA 19007-1521 | Map",1500 Grundy Ln Bldg 1 ,Phone: (267) 812-5653,Type: Brewpub
1882,Broken Horn Brewing Company,201 Mission St ,"McCall, ID 83638-5095 | Map",201 Mission St ,Phone: (208) 315-5772,Type: Micro
1883,Broken Lantern Beer, ,",  ", ,Type: Planning,www.brokenlanternbeer.com
1884,Broken Plow Brewery,4731 W 10th St Unit G ,"Greeley, CO 80634-2046 | Map",4731 W 10th St Unit G ,Phone: (970) 397-8373,Type: Micro
1885,Broken Spine Brewing, ,"Denver, CO 80210-3102", ,Type: Planning,Broken Tooth Brewing Co
1886,Broken Tooth Brewing Co,2021 Spar Ave ,"Anchorage, AK 99501-1815 | Map",2021 Spar Ave ,Phone: (907) 278-4999,Type: Micro
1887,Bron Yr Aur Brewing,12160 US Hwy 12 ,"Naches, WA 98937-9222 | Map",12160 US Hwy 12 ,Phone: (509) 653-1109,Type: Brewpub
1888,"Bronx Brewery, The",856 E 136th St ,"Bronx, NY 10454-3509 | Map",856 E 136th St ,Phone: (718) 514-9000,Type: Micro
1889,Brookeville Beer Farm, ,"Brookeville, MD 20833-1711", ,Phone: (443) 463-8901,Type: Planning
1890,Brooklyn Brewery,#1 Brewers Row 79 N 11th St,"Brooklyn, NY 11249-1913 | Map",#1 Brewers Row 79 N 11th St,Phone: (718) 486-7422,Type: Regional
1891,Brother Ass Brewing,11700 NE 54 CT ,"Vancouver, WA 98686 | Map",11700 NE 54 CT ,Phone: (360) 607-3275,Type: Micro
1892,Brother Joseph's Brewing Company, ,",  ", ,Type: Planning,www.x-mormonaleworks.com
1893,Brothers Brewing Company, ,"Portage, IN ", ,Type: Planning,Brothers Craft Brewing
1894,Brothers Craft Brewing,800 N Main St ,"Harrisonburg, VA 22802-4625 | Map",800 N Main St ,Type: Micro,www.brotherscraftbrewing.com
1895,Brotherwell Brewing, ,"Waco, TX 76710", ,Type: Planning,Brouwerij West
1896,Brouwerij West,110 E. 22nd Street Warehouse No. 9,"San Pedro, CA 90731-7202 | Map",110 E. 22nd Street Warehouse No. 9,Phone: (310) 378-2300,Type: Contract
1897,Brown Iron Brewhouse, ,"Washington, MI 48094-2879", ,Type: Planning,www.browniron.com
1898,Brown Truck Brewing Co, ,"Greensboro, NC 27407-6504", ,Type: Planning,Brown's Brewing Co
1899,Brown's Brewing Co,50 Factory Hill Rd ,"Hoosick Falls, NY 12090-4405 | Map",50 Factory Hill Rd ,Phone: (518) 273-2337,Type: Micro
1900,Brown's Brewing Co,417 River St ,"Troy, NY 12180-2822 | Map",417 River St ,Phone: (518) 273-2337,Type: Brewpub
1901,BRU Handbuilt Ales and Eats,5290 Arapahoe Ave ,"Boulder, CO 80303-1269 | Map",5290 Arapahoe Ave ,Type: Brewpub,www.bruboulder.com
1902,Brueprint Brewing Company LLC,1229 Perry Rd Ste 101 ,"Apex, NC 27502-6898 | Map",1229 Perry Rd Ste 101 ,Phone: (919) 387-8075,Type: Micro
1903,"Bruery, The",715 Dunn Way ,"Placentia, CA 92870-6806 | Map",715 Dunn Way ,Phone: (714) 996-6258,Type: Micro
1904,"Bruery, The",1174 N Grove St ,"Anaheim, CA 92806 | Map",1174 N Grove St ,Phone: (714) 996-6258,Type: Micro
1905,Brues Alehouse Brewing, ,"Pueblo, CO 81003", ,Type: Planning,www.bruesalehouse.com
1906,Brugge Brasserie,534 E North St ,"Indianapolis, IN 46204-1630 | Map",534 E North St ,Phone: (317) 255-0978,Type: Micro
1907,Brugge Brasserie,401 S 9th St ,"Terre Haute, IN 47807-4417 | Map",401 S 9th St ,Phone: (812) 235-6758,Type: Micro
1908,Brugge Brasserie,1011A E Westfield Blvd ,"Indianapolis, IN 46220-1719 | Map",1011A E Westfield Blvd ,Phone: (317) 255-0978,Type: Brewpub
1909,BruRm At Bar,254 Crown St ,"New Haven, CT 06511-6610 | Map",254 Crown St ,Phone: (203) 495-8924,Type: Brewpub
1910,Brush Creek Brewing Company, ,"Atkinson, NE 68713", ,Type: Planning,Brutopia
1911,Brutopia,505 Atwood Ave ,"Cranston, RI 02920 | Map",505 Atwood Ave ,Phone: (401) 464-8877,Type: Brewpub
1912,Bruz Beers, ,"Centennial, CO 80112-1374", ,Type: Planning,BS Brewing
1913,BS Brewing,1408 Old Lehmann Rd ,"Seguin, TX 78155-5048 | Map",1408 Old Lehmann Rd ,Phone: (830) 660-8124,Type: Micro
1914,BTU Brasserie,5846 NE Sandy Blvd ,"Portland, OR 97213 | Map",5846 NE Sandy Blvd ,Type: Brewpub,Bubba Brew's Brewing Company
1915,Bubba Brew's Brewing Company,8091 Airport Road ,"Bonnerdale, AR 71933 | Map",8091 Airport Road ,Type: Micro,Bubes Brewery
1916,Bubes Brewery,102 N Market St ,"Mount Joy, PA 17552-1306 | Map",102 N Market St ,Phone: (717) 653-2056,Type: Brewpub
1917,Buck Hill Brewery and Restaurant, ,"Blairstown, NJ 07825", ,Phone: (973) 600-8236,Type: Planning
1918,Buckeye Brewing Co,15315 Madison Ave ,"Lakewood, OH 44107-4020 | Map",15315 Madison Ave ,Phone: (216) 226-2337,Type: Brewpub
1919,Buckeye Brewing Co,9985 Walford Ave ,"Cleveland, OH 44102-4660 | Map",9985 Walford Ave ,Phone: (216) 281-5347,Type: Micro
1920,Buckeye Lake Brewery,5176 Walnut Rd Apt A ,"Buckeye Lake, OH 43008-7790 | Map",5176 Walnut Rd Apt A ,Phone: (740) 331-2898,Type: Brewpub
1921,Buckhorn Brewers LLC,4229 W Eisenhower Blvd ,"Loveland, CO 80537-9202 | Map",4229 W Eisenhower Blvd ,Phone: (970) 980-8688,Type: Micro
1922,BuckleDown Brewing,8700 47th St ,"Lyons, IL 60534-1626 | Map",8700 47th St ,Phone: (708) 777-1842,Type: Micro
1923,Buck's Brewing Co,1044 Stewart St ,"Newark, OH 43055-6030 | Map",1044 Stewart St ,Type: Micro,Bucks County Brewery
1924,Bucks County Brewery,31 Appletree Ln ,"Pipersville, PA 18947-1083 | Map",31 Appletree Ln ,Phone: (609) 439-2468,Type: Micro
1925,Buddy Brewing, ,"New York, NY 10002-1764", ,Phone: (412) 915-2936,Type: Planning
1926,Budge Brothers Brewing Co,2018 E Riverside Ave Ste 1 ,"Spokane, WA 99202-5068 | Map",2018 E Riverside Ave Ste 1 ,Phone: (509) 263-8673,Type: Micro
1927,Buffalo Bayou Brewing Co,5301 Nolda St ,"Houston, TX 77007-2234 | Map",5301 Nolda St ,Phone: (832) 244-1873,Type: Micro
1928,Buffalo Bills Brewery,1082 B St ,"Hayward, CA 94541-4108 | Map",1082 B St ,Phone: (510) 886-9823,Type: Brewpub
1929,Buffalo Brewing Co, ,",  ", ,Type: Planning,Buffalo Brewpub
1930,Buffalo Brewpub,6861 Main St ,"Buffalo, NY 14221-5929 | Map",6861 Main St ,Phone: (716) 632-0552,Type: Brewpub
1931,Buffalo Commons Brewing Company,2307 Memorial Hwy ,"Mandan, ND 58554-4624 | Map",2307 Memorial Hwy ,Phone: (701) 595-2255,Type: Micro
1932,Buffalo Mountain Brewery, ,"Floyd, VA 24091", ,Type: Planning,Buffalo Water Beer Co
1933,Buffalo Water Beer Co,PO Box 1346 ,"Milwaukee, WI 53201-1346 | Map",PO Box 1346 ,Phone: (414) 978-8024,Type: Contract
1934,Bugnutty Brewing Company,715 N Courtenay Pkwy ,"Merritt Island, FL 32953-4651 | Map",715 N Courtenay Pkwy ,Phone: (321) 452-4460,Type: Micro
1935,Building 8 Brewing,320 Riverside Dr ,"Northampton, MA 01062 | Map",320 Riverside Dr ,Phone: (413) 250-1602,Type: Micro
1936,Bulk Head Brewing Co, ,"Columbia, MD 21045-2115", ,Phone: (301) 467-4297,Type: Planning
1937,Bulkhead Brewing Company, ,"Lakewood, NJ ", ,Type: Planning,Bull & Bones Brewhaus & Grill
1938,Bull & Bones Brewhaus & Grill,1470 S Main St Ste 120 ,"Blacksburg, VA 24060-5571 | Map",1470 S Main St Ste 120 ,Phone: (540) 953-2855,Type: Brewpub
1939,Bull & Bush Brewery,4700 E Cherry Creek South Dr ,"Denver, CO 80246-1819 | Map",4700 E Cherry Creek South Dr ,Phone: (303) 759-0333,Type: Brewpub
1940,Bull and Barrel Brew Pub,988 Rte 22 ,"Brewster, NY 10509-1576 | Map",988 Rte 22 ,Phone: (845) 278-2855,Type: Brewpub
1941,Bull City BurgerAnd Brewery,107 E Parrish St Ste 105 ,"Durham, NC 27701-3318 | Map",107 E Parrish St Ste 105 ,Phone: (919) 680-2333,Type: Brewpub
1942,Bull Falls Brewery LLC,901 E Thomas St ,"Wausau, WI 54403-6450 | Map",901 E Thomas St ,Phone: 715-842-BEER,Type: Micro
1943,Bulldog Brewing,1409 119th St ,"Whiting, IN 46394-1714 | Map",1409 119th St ,Phone: (219) 655-5284,Type: Brewpub
1944,Bullfrog Brewery,229 W 4th St ,"Williamsport, PA 17701-6112 | Map",229 W 4th St ,Phone: (570) 326-4700,Type: Brewpub
1945,Bunker Brewing Co,122 Anderson St ,"Portland, ME 04101-2546 | Map",122 Anderson St ,Phone: (207) 450-5014,Type: Micro
1946,Bunsenbrewer,16506 362nd St ,"Sandy, OR 97055-9279 | Map",16506 362nd St ,Phone: (503) 308-3150,Type: Brewpub
1947,Buoy Beer Company,1 Eighth St ,"Astoria, OR 97103-4200 | Map",1 Eighth St ,Phone: (503) 325-4540,Type: Brewpub
1948,Bur Oak Company,8250 Trade Center Dr ,"Columbia, MO 65201 | Map",8250 Trade Center Dr ,Type: Micro,www.buroakbeer.com
1949,Burdick Brewery,8103 8th Ave S ,"Seattle, WA 98108-4399 | Map",8103 8th Ave S ,Phone: (206) 397-3839,Type: Brewpub
1950,Burial Beer Co,40 Collier Ave ,"Asheville, NC 28801-4024 | Map",40 Collier Ave ,Type: Micro,www.burialbeer.com
1951,Burley Oak Craft Brewery,10016 Old Ocean City Blvd ,"Berlin, MD 21811-1145 | Map",10016 Old Ocean City Blvd ,Phone: (410) 422-8887,Type: Micro
1952,Burlington Beer Company,25 Omega Dr Ste 150 ,"Williston, VT 05495-7334 | Map",25 Omega Dr Ste 150 ,Phone: (802) 863-2337,Type: Micro
1953,Burn'Em Brewing,718 Freyer Rd ,"Michigan City, IN 46360-1911 | Map",718 Freyer Rd ,Phone: (219) 210-3784,Type: Micro
1954,Burning Brothers Brewing,1750 Thomas Ave ,"Saint Paul, MN 55104-2468 | Map",1750 Thomas Ave ,Phone: (651) 444-8882,Type: Micro
1955,Burning Pine Brewing Co, ,"Bastrop, TX 78602", ,Type: Planning,Burnside Brewing Co
1956,Burnside Brewing Co,701 E Burnside St ,"Portland, OR 97214-1218 | Map",701 E Burnside St ,Phone: (503) 208-3476,Type: Micro
1957,Burnt Hickory Brewery,2260 Moon Station Ct NW Ste 210 ,"Kennesaw, GA 30144-5653 | Map",2260 Moon Station Ct NW Ste 210 ,Phone: (770) 514-8812,Type: Micro
1958,Burwood Brewing Company,602 Piper Ave ,"Walla Walla, WA 99362-7431 | Map",602 Piper Ave ,Phone: (509) 876-6220,Type: Micro
1959,Bushnell Craft Brewing Company,8461 164th Ave NE ,"Redmond, WA 98052-3802 | Map",8461 164th Ave NE ,Phone: (425) 702-9743,Type: Micro
1960,Busted Knuckle Brewery, ,"Glasgow, MT 59230-2308", ,Type: Planning,Busted Sandal Brewing Company
1961,Busted Sandal Brewing Company,7114 Oaklawn Dr ,"San Antonio, TX 78229-3021 | Map",7114 Oaklawn Dr ,Phone: (210) 872-1486,Type: Micro
1962,Busted Still Brewery,185 Homeplace Dr. ,"Gate City, VA 24251 | Map",185 Homeplace Dr. ,Type: Micro,Buster's Brew Pub
1963,Buster's Brew Pub,Euphrates River Valley Road Bldg P-4350 ,"Fort Drum, NY 13602 | Map",Euphrates River Valley Road Bldg P-4350 ,Phone: (315) 772-1900,Type: Brewpub
1964,Butcherknife Brewing Company,2875 Elk River Rd ,"Steamboat Springs, CO 80487-5076 | Map",2875 Elk River Rd ,Phone: (970) 879-2337,Type: Micro
1965,Butcher's Brewing,9962 Prospect Ave Ste E ,"Santee, CA 92071-4371 | Map",9962 Prospect Ave Ste E ,Type: Micro,www.butchersbrewing.com
1966,Butler Brew Works, ,",  ", ,Type: Planning,www.butlerbrewworks.com
1967,Butte Brewing Co, ,"Butte, MT 59701", ,Type: Planning,www.buttebrewing.com
1968,Butternuts Beer & Ale,4021 State Highway 51 ,"Garrattsville, NY 13342-1705 | Map",4021 State Highway 51 ,Phone: (607) 263-5070,Type: Micro
1969,"Button Brew House, LLC", ,"Tucson, AZ 85710", ,Type: Planning,www.ButtonBrew.com
1970,Buzzards Bay Brewing Co,98 Horseneck Rd ,"Westport, MA 02790-1328 | Map",98 Horseneck Rd ,Phone: (508) 636-2288,Type: Micro
1971,Bycatch Brewery, ,",  ", ,Type: Planning,Bycatch Brewery
1972,Bycatch Brewery, ,",  ", ,Type: Planning,Byway Brewing Company
1973,Byway Brewing Company, ,"Highland, IN ", ,Type: Planning,www.bywaybrewing.beer
1974,Cabarrus Brewing Company, ,",  ", ,Type: Planning,Cabinet Mountain Brewing Co
1975,Cabinet Mountain Brewing Co,206 Mineral Ave ,"Libby, MT 59923 | Map",206 Mineral Ave ,Phone: (406) 293-2739,Type: Micro
1976,Caboose Brewing Co.,520 Mill St NE ,"Vienna, VA 22180-4526 | Map",520 Mill St NE ,Phone: (703) 473-4870,Type: Micro
1977,Cactus Bend Brewing Co, ,"Fort Collins, CO 80524-3130", ,Type: Planning,www.cactusbend.com
1978,Cademon Brewing Co,217 W Main St ,"Genoa, IL 60135-1145 | Map",217 W Main St ,Phone: (815) 827-6145,Type: Micro
1979,Cahaba Brewing Co,2616 3rd Ave S ,"Birmingham, AL 35233-2619 | Map",2616 3rd Ave S ,Phone: (205) 966-9444,Type: Micro
1980,Cajun Brewing, ,"Lafayette, LA 70506-4130", ,Phone: (337) 808-9196,Type: Planning
1981,Cajun Fire Brewing Company, ,"New Orleans, LA 70127", ,Type: Planning,www.DrinkCajunFire.com
1982,Calapooia Brewing Co / Siletz Ales,140 NE Hill St ,"Albany, OR 97321-3002 | Map",140 NE Hill St ,Phone: (541) 928-1931,Type: Micro
1983,Caldera Brewing Co,590 Clover Ln ,"Ashland, OR 97520-3709 | Map",590 Clover Ln ,Phone: (541) 482-4677,Type: Micro
1984,Calfkiller Brewing Co,1839 Blue Springs Rd ,"Sparta, TN 38583-2714 | Map",1839 Blue Springs Rd ,Phone: (931) 739-2337,Type: Micro
1985,Calibration Brewery, ,"Kansas City, MO 64116", ,Type: Planning,www.calibrationbrewery.com
1986,Calicraft Brewing Co,157 Hilltop Crescent ,"Walnut Creek, CA 94597-3407 | Map",157 Hilltop Crescent ,Phone: (510) 882-7181,Type: Contract
1987,California Brewing Company,9348 Deschutes Rd Ste H ,"Palo Cedro, CA 96073-8730 | Map",9348 Deschutes Rd Ste H ,Phone: (530) 222-2739,Type: Brewpub
1988,Call To Arms Brewing Company,4526 Tennyson St ,"Denver, CO 80212-2527 | Map",4526 Tennyson St ,Type: Micro,www.facebook.com/calltoarmsbrewing
1989,Callaway Brewing Company,21 Woodwinds Rd ,"Callaway, VA 24067 | Map",21 Woodwinds Rd ,Phone: (540) 267-6733,Type: Micro
1990,Calusa Brewing Company, ,"Sarasota, FL 34233", ,Type: Planning,www.calusabrewing.com
1991,Calvert Brewing Co,15850 Commerce Ct ,"Upper Marlboro, MD 20774-7437 | Map",15850 Commerce Ct ,Phone: (410) 414-8486,Type: Micro
1992,Calvert Brewing Co, ,"Prince Frederick, MD 20678-3709", ,Phone: (410) 414-8486,Type: Planning
1993,Cambria Beer Co,821 Cornwall St ,"Cambria, CA 93428-2434 | Map",821 Cornwall St ,Phone: (805) 203-5265,Type: Micro
1994,Cambridge Brewing Co,1 Kendall Sq Ste B1102 ,"Cambridge, MA 02139-1592 | Map",1 Kendall Sq Ste B1102 ,Phone: (617) 494-1994,Type: Brewpub
1995,Cambridge House Brew Pub - Granby,PO Box 438 357 Salmon Brook St /,"Granby, CT 06035-0478 | Map",PO Box 438 357 Salmon Brook St /,Phone: (860) 653-2739,Type: Brewpub
1996,Camino Brewing Co LLC, ,",  ", ,Type: Contract,www.caminobrewing.com
1997,Campbell Brewing Co,200 E Campbell Ave ,"Campbell, CA 95008-2010 | Map",200 E Campbell Ave ,Phone: (408) 866-2699,Type: Brewpub
1998,Canal Park Brewery,300 Canal Park Dr ,"Duluth, MN 55802-2316 | Map",300 Canal Park Dr ,Type: Brewpub,www.canalparkbrewery.com
1999,Candia Road Brewing / Nepenthe Ale House,840 Candia Rd ,"Manchester, NH 03109-5201 | Map",840 Candia Rd ,Phone: (603) 935-8123,Type: Micro
2000,Candlewood Brewing Co., ,",  ", ,Type: Planning,www.candlewoodbrewing.com
2001,Cannon Ball Brewing Company, ,"Indianapolis, IN 46202", ,Type: Planning,www.cannonballbrewingindy.com
2002,Cannon Brewpub,1041 Broadway ,"Columbus, GA 31901-5256 | Map",1041 Broadway ,Phone: (706) 653-2337,Type: Brewpub
2003,Cannon Hill Brewing Co, ,",  ", ,Type: Planning,Cannonball Creek Brewing Co
2004,Cannonball Creek Brewing Co,393 Washington Ave Unit A ,"Golden, CO 80403-1889 | Map",393 Washington Ave Unit A ,Phone: (303) 278-0111,Type: Micro
2005,Can't Stop Brewing, ,"Denver, CO 80223-1743", ,Phone: (303) 523-3101,Type: Planning
2006,Canteen Brewhouse,2381 Aztec Rd NE ,"Albuquerque, NM 87107-4207 | Map",2381 Aztec Rd NE ,Phone: (505) 830-4629,Type: Brewpub
2007,Canteen Brewhouse,11 S Tejon St ,"Colorado Springs, CO 80903-1505 | Map",11 S Tejon St ,Phone: (719) 475-9224,Type: Contract
2008,Canterbury Ale Works & Hidden Wonders Farm,305 Baptist Hill Rd ,"Canterbury, NH 03224-2509 | Map",305 Baptist Hill Rd ,Phone: (603) 491-4539,Type: Micro
2009,"Canton Brew Works, LLC",8521 N Lilley Rd ,"Canton, MI 48187-2091 | Map",8521 N Lilley Rd ,Phone: (734) 927-7081,Type: Micro
2010,Canton Brewing Company,120 3rd St ,"Canton, OH 44702 | Map",120 3rd St ,Type: Micro,www.cantonbrewery.com
2011,Canyon Creek Brewing,3060 Gabel Rd ,"Billings, MT 59102-7336 | Map",3060 Gabel Rd ,Phone: (406) 656-2528,Type: Micro
2012,Cape Ann Brewing Co,11 Rogers St ,"Gloucester, MA 01930-5014 | Map",11 Rogers St ,Phone: (978) 281-4782,Type: Micro
2013,Cape Cod Beer,1336 Phinneys Ln Ste 2-2 ,"Hyannis, MA 02601-1875 | Map",1336 Phinneys Ln Ste 2-2 ,Phone: (508) 790-4200,Type: Micro
2014,Cape Commons Brewing Company, ,"Brooklyn, NY 11215", ,Type: Planning,www.cape-commons.com
2015,Cape May Brewing Company,1288 Hornet Rd ,"Rio Grande, NJ 08242-2210 | Map",1288 Hornet Rd ,Phone: (609) 849-9933,Type: Micro
2016,Capital Brewery, ,",  ", ,Capital Brewery Co Inc,7734 Terrace Ave 
2017,Capital Brewery Co Inc,7734 Terrace Ave ,"Middleton, WI 53562-3163 | Map",7734 Terrace Ave ,Phone: (608) 836-7100,Type: Regional
2018,Capitol City Brewing Co - Arlington,4001 Campbell Ave ,"Arlington, VA 22206-3425 | Map",4001 Campbell Ave ,Phone: (703) 578-3888,Type: Micro
2019,Capitoline Brewing Project, ,"Boulder, CO 80305", ,Type: Planning,www.capitolinebrewing.com
2020,Captain Fatty's,6483 Calle Real Unit D ,"Goleta, CA 93117-1541 | Map",6483 Calle Real Unit D ,Type: Micro,www.captainfattys.com
2021,Captain Lawrence Brewing Co,444 Saw Mill River Rd Ste 100 ,"Elmsford, NY 10523-1031 | Map",444 Saw Mill River Rd Ste 100 ,Phone: 914-741-2337,Type: Regional
2022,Captured by Porches Brewing Co,40 Cowlitz St # B ,"Saint Helens, OR 97051-2603 | Map",40 Cowlitz St # B ,Phone: (503) 757-8359,Type: Micro
2023,Carbondale Beer Works,647 Main St ,"Carbondale, CO 81623-1934 | Map",647 Main St ,Type: Brewpub,www.carbondalebeerworks.com
2024,Carbondale Craft Beer - Makers of Little Egypt Beer,184 Magnolia Ln ,"Carbondale, IL 62903-7667 | Map",184 Magnolia Ln ,Type: Micro,www.littleegyptbeer.com
2025,Carillon Brewing Company,1000 Carillon Blvd ,"Dayton, OH 45409 | Map",1000 Carillon Blvd ,Phone: (937) 293-2841,Type: Brewpub
2026,Carlyle Brewing Co,215 E State St ,"Rockford, IL 61104-1010 | Map",215 E State St ,Phone: (815) 963-2739,Type: Brewpub
2027,Carmody Irish Pub & Brewing,308 E Superior St ,"Duluth, MN 55802-2120 | Map",308 E Superior St ,Phone: (218) 740-4747,Type: Brewpub
2028,Carolina Brewery - Chapel Hill,120 Lowes Dr Ste 100 ,"Pittsboro, NC 27312-8872 | Map",120 Lowes Dr Ste 100 ,Phone: (919) 545-2337,Type: Micro
2029,Carolina Brewery - Chapel Hill,PO Box 8 ,"Chapel Hill, NC 27514-0008 | Map",PO Box 8 ,Phone: (919) 942-1800,Type: Brewpub
2030,Carolina Brewing Co,140 Thomas Mill Rd ,"Holly Springs, NC 27540-9372 | Map",140 Thomas Mill Rd ,Phone: (919) 557-2337,Type: Micro
2031,Carolina Flyer Brewery, ,",  ", ,Type: Planning,Carson's Brewery
2032,Carson's Brewery,2404 Lynch Rd ,"Evansville, IN 47711-2953 | Map",2404 Lynch Rd ,Phone: (812) 305-1436,Type: Micro
2033,Cartel Brewery,225 W University Dr Ste 103 ,"Tempe, AZ 85281-3666 | Map",225 W University Dr Ste 103 ,Phone: (602) 561-2584,Type: Micro
2034,Carters Brewing,2526 Montana Ave ,"Billings, MT 59101-2313 | Map",2526 Montana Ave ,Phone: (406) 861-7712,Type: Micro
2035,Carton Brewing Co,6 E Washington Ave ,"Atlantic Highlands, NJ 07716-1230 | Map",6 E Washington Ave ,Phone: (732) 654-2337,Type: Micro
2036,Carver Brewing Co,1022 Main Ave ,"Durango, CO 81301-5124 | Map",1022 Main Ave ,Phone: (970) 259-2545,Type: Brewpub
2037,Cary Ale House & Brewing Co.,208 W Main St ,"Cary, IL 60013-2786 | Map",208 W Main St ,Type: Brewpub,Cascade Brewing / Raccoon Lodge and Brewpub
